	res	x1	x3	x_N-4	x_N-2
15581	8.583317264165835e-07	-0.4999997802312059	-2.4999989035398835	-97.49999895376416	-99.49999979071151
15582	8.574848814335567e-07	-0.49999978044803656	-2.4999989046216844	-97.49999895479641	-99.499999790918
15583	8.566388333131059e-07	-0.4999997806646534	-2.499998905702419	-97.49999895582765	-99.4999997911243
15584	8.557936644337794e-07	-0.49999978088105634	-2.499998906782087	-97.49999895685787	-99.49999979133038
15585	8.549493509257822e-07	-0.4999997810972459	-2.499998907860689	-97.49999895788706	-99.49999979153625
15586	8.541057089361814e-07	-0.49999978131322215	-2.4999989089382275	-97.49999895891524	-99.49999979174193
15587	8.532631491364739e-07	-0.4999997815289852	-2.499998910014703	-97.49999895994242	-99.4999997919474
15588	8.524210952653988e-07	-0.49999978174453547	-2.499998911090116	-97.49999896096855	-99.49999979215268
15589	8.515801804831469e-07	-0.4999997819598731	-2.499998912164468	-97.49999896199368	-99.49999979235774
15590	8.507400673929411e-07	-0.49999978217499824	-2.4999989132377607	-97.49999896301782	-99.4999997925626
15591	8.499007075335463e-07	-0.49999978238991116	-2.4999989143099937	-97.49999896404094	-99.49999979276727
15592	8.49061963792419e-07	-0.49999978260461203	-2.4999989153811693	-97.49999896506304	-99.49999979297172
15593	8.482243482044183e-07	-0.499999782819101	-2.4999989164512884	-97.49999896608414	-99.49999979317599
15594	8.47387445268577e-07	-0.49999978303337844	-2.499998917520351	-97.49999896710422	-99.49999979338004
15595	8.465514288458209e-07	-0.49999978324744443	-2.499998918588359	-97.4999989681233	-99.4999997935839
15596	8.457162491981585e-07	-0.4999997834612993	-2.4999989196553134	-97.49999896914137	-99.49999979378755
15597	8.448818868966868e-07	-0.4999997836749431	-2.499998920721215	-97.49999897015846	-99.49999979399102
15598	8.44048241077644e-07	-0.4999997838883761	-2.499998921786065	-97.49999897117453	-99.49999979419427
15599	8.432155070292602e-07	-0.4999997841015985	-2.499998922849864	-97.49999897218963	-99.49999979439733
